manufacturer,model,version,power(kW),fuel_date,odometer,trip_distance(km),quantity(kWh),fuel_type,tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation
Mitsubishi,i-MiEV,i-MiEV,49,07.02.2019,176977,50.7,6.5,Electricity,Winter tires,1,0,1,Normal,,0,0,,
Mitsubishi,i-MiEV,i-MiEV,49,06.02.2019,176926,49.9,7.3,Electricity,Winter tires,1,0,1,Normal,14.63,0,0,,-0.37
Mitsubishi,i-MiEV,i-MiEV,49,05.02.2019,176876,51.5,7.1,Electricity,Winter tires,1,0,1,Normal,13.79,0,0,,-1.21
Mitsubishi,i-MiEV,i-MiEV,49,04.02.2019,176824,52.5,7.4,Electricity,Winter tires,1,0,1,Normal,14.1,0,0,,-0.9
Mitsubishi,i-MiEV,i-MiEV,49,03.02.2019,176772,0.5,1.65,Electricity,Winter tires,1,0,0,Normal,14.47,0,0,,-0.53
Mitsubishi,i-MiEV,i-MiEV,49,03.02.2019,176771,15.4,6.5,Electricity,Winter tires,1,0,1,Normal,14.47,0,0,,-0.53
Mitsubishi,i-MiEV,i-MiEV,49,02.02.2019,176756,30,3.55,Electricity,Winter tires,1,0,1,Normal,14.47,0,0,,-0.53
Mitsubishi,i-MiEV,i-MiEV,49,02.02.2019,176726,40.6,3.9,Electricity,Winter tires,1,1,1,Normal,14.47,0,0,,-0.53
Mitsubishi,i-MiEV,i-MiEV,49,02.02.2019,176685,49.6,4.09,Electricity,Winter tires,1,1,1,Normal,14.47,0,0,,-0.53
Mitsubishi,i-MiEV,i-MiEV,49,01.02.2019,176636,31,,Electricity,Winter tires,1,0,1,Normal,,0,0,,
Mitsubishi,i-MiEV,i-MiEV,49,31.01.2019,176605,19.9,5.2,Electricity,Winter tires,1,0,1,Normal,14.57,0,0,,-0.43
Mitsubishi,i-MiEV,i-MiEV,49,31.01.2019,176585,35,2.8,Electricity,Winter tires,1,0,1,Normal,14.57,0,0,,-0.43
Mitsubishi,i-MiEV,i-MiEV,49,30.01.2019,176550,49.7,7.2,Electricity,Winter tires,1,0,1,Normal,14.49,0,0,,-0.51
Mitsubishi,i-MiEV,i-MiEV,49,30.01.2019,176501,48.8,7.3,Electricity,Winter tires,1,0,1,Normal,14.96,0,0,,-0.04
Mitsubishi,i-MiEV,i-MiEV,49,28.01.2019,176452,49.7,7,Electricity,Winter tires,1,0,1,Normal,14.08,0,0,,-0.92
Mitsubishi,i-MiEV,i-MiEV,49,26.01.2019,176402,32.7,4.7,Electricity,Winter tires,1,1,1,Normal,15.51,0,0,,0.51
Mitsubishi,i-MiEV,i-MiEV,49,26.01.2019,176369,0.9,5.97,Electricity,Winter tires,1,0,0,Normal,15.51,0,0,,0.51
Mitsubishi,i-MiEV,i-MiEV,49,26.01.2019,176368,37.6,0.37,Electricity,Winter tires,1,1,1,Normal,15.51,0,0,,0.51
Mitsubishi,i-MiEV,i-MiEV,49,25.01.2019,176331,52.7,8.1,Electricity,Winter tires,1,0,1,Normal,14.86,0,0,,-0.14
Mitsubishi,i-MiEV,i-MiEV,49,25.01.2019,176278,48.9,7,Electricity,Winter tires,1,0,1,Normal,14.86,0,0,,-0.14
Mitsubishi,i-MiEV,i-MiEV,49,23.01.2019,176229,50.9,7.8,Electricity,Winter tires,1,0,1,Normal,15.32,0,0,,0.32
Mitsubishi,i-MiEV,i-MiEV,49,22.01.2019,176178,52.2,7.9,Electricity,Winter tires,1,0,1,Normal,15.13,0,0,,0.13
Mitsubishi,i-MiEV,i-MiEV,49,21.01.2019,176126,50.7,7.6,Electricity,Winter tires,1,0,1,Normal,14.99,0,0,,-0.01
Mitsubishi,i-MiEV,i-MiEV,49,21.01.2019,176075,62.9,8.9,Electricity,Winter tires,1,1,1,Normal,14.66,0,0,,-0.34
Mitsubishi,i-MiEV,i-MiEV,49,20.01.2019,176012,0.5,1.3,Electricity,Winter tires,1,0,0,Normal,14.66,0,0,,-0.34
Mitsubishi,i-MiEV,i-MiEV,49,20.01.2019,176012,60.1,7.9,Electricity,Winter tires,1,1,1,Normal,14.66,0,0,,-0.34
Mitsubishi,i-MiEV,i-MiEV,49,19.01.2019,175951,18.2,2.92,Electricity,Winter tires,1,0,1,Normal,16.04,0,0,,1.04
Mitsubishi,i-MiEV,i-MiEV,49,19.01.2019,175933,29.2,4.9,Electricity,Winter tires,1,0,1,Normal,16.78,0,0,,1.78
Mitsubishi,i-MiEV,i-MiEV,49,18.01.2019,175904,53.4,8.4,Electricity,Winter tires,1,0,1,Normal,15.73,0,1,,0.73
Mitsubishi,i-MiEV,i-MiEV,49,17.01.2019,175850,49.8,7.6,Electricity,Winter tires,1,0,1,Normal,15.26,0,0,,0.26
Mitsubishi,i-MiEV,i-MiEV,49,16.01.2019,175801,20,5.9,Electricity,Winter tires,1,0,1,Normal,13.95,0,0,,-1.05
Mitsubishi,i-MiEV,i-MiEV,49,16.01.2019,175781,35.2,1.8,Electricity,Winter tires,1,0,1,Normal,13.95,0,0,,-1.05
Mitsubishi,i-MiEV,i-MiEV,49,15.01.2019,175745,46.6,6.5,Electricity,Winter tires,1,0,1,Normal,13.95,0,0,,-1.05
Mitsubishi,i-MiEV,i-MiEV,49,14.01.2019,175699,31.3,3.8,Electricity,Winter tires,1,1,1,Normal,12.14,0,0,,-2.86
Mitsubishi,i-MiEV,i-MiEV,49,14.01.2019,175667,36.1,5.43,Electricity,Winter tires,1,1,1,Normal,15.04,0,0,,0.04
Mitsubishi,i-MiEV,i-MiEV,49,14.01.2019,175631,0.5,1.96,Electricity,Winter tires,1,0,0,Normal,13.61,0,0,,-1.39
Mitsubishi,i-MiEV,i-MiEV,49,13.01.2019,175631,62.4,6.6,Electricity,Winter tires,1,1,1,Normal,13.61,0,0,,-1.39
Mitsubishi,i-MiEV,i-MiEV,49,13.01.2019,175568,0.5,1.04,Electricity,Winter tires,1,0,0,Normal,16.29,0,0,,1.29
Mitsubishi,i-MiEV,i-MiEV,49,12.01.2019,175568,23.3,5.9,Electricity,Winter tires,1,1,1,Normal,16.29,0,0,,1.29
Mitsubishi,i-MiEV,i-MiEV,49,12.01.2019,175544,35.3,2.69,Electricity,Winter tires,1,1,1,Normal,16.29,0,0,,1.29
Mitsubishi,i-MiEV,i-MiEV,49,11.01.2019,175509,52.5,8.14,Electricity,Winter tires,1,0,1,Normal,15.5,0,0,,0.5
Mitsubishi,i-MiEV,i-MiEV,49,10.01.2019,175456,52.6,7.62,Electricity,Winter tires,1,0,1,Normal,14.49,0,0,,-0.51
Mitsubishi,i-MiEV,i-MiEV,49,09.01.2019,175404,48.8,7.1,Electricity,Winter tires,1,0,1,Normal,14.55,0,0,,-0.45
Mitsubishi,i-MiEV,i-MiEV,49,08.01.2019,175355,47.3,6.94,Electricity,Winter tires,1,0,1,Normal,14.67,0,0,,-0.33
Mitsubishi,i-MiEV,i-MiEV,49,07.01.2019,175307,48.3,6.8,Electricity,Winter tires,1,0,1,Normal,14.08,0,0,,-0.92
Mitsubishi,i-MiEV,i-MiEV,49,05.01.2019,175259,23.2,6.7,Electricity,Winter tires,1,1,1,Fast,14.85,0,0,,-0.15
Mitsubishi,i-MiEV,i-MiEV,49,05.01.2019,175236,54.5,4.84,Electricity,Winter tires,1,1,1,Normal,14.85,0,0,,-0.15
Mitsubishi,i-MiEV,i-MiEV,49,04.01.2019,175181,45.3,6.2,Electricity,Winter tires,1,0,1,Normal,13.69,0,0,,-1.31
Mitsubishi,i-MiEV,i-MiEV,49,04.01.2019,175136,0.5,1.81,Electricity,Winter tires,1,0,0,Moderate,16.35,0,0,,1.35
Mitsubishi,i-MiEV,i-MiEV,49,03.01.2019,175136,21.9,3.67,Electricity,Winter tires,1,1,1,Normal,16.35,0,0,,1.35
Mitsubishi,i-MiEV,i-MiEV,49,03.01.2019,175114,25.8,2.4,Electricity,Winter tires,1,1,1,Normal,16.35,0,0,,1.35
Mitsubishi,i-MiEV,i-MiEV,49,02.01.2019,175088,47.5,6.91,Electricity,Winter tires,1,0,1,Normal,14.55,0,0,,-0.45
Mitsubishi,i-MiEV,i-MiEV,49,01.01.2019,175040,63.9,9.36,Electricity,Winter tires,1,1,1,Normal,14.65,0,0,,-0.35
Mitsubishi,i-MiEV,i-MiEV,49,29.12.2018,174976,22,5.8,Electricity,Winter tires,1,1,1,Normal,14.45,0,0,,-0.55
Mitsubishi,i-MiEV,i-MiEV,49,29.12.2018,174954,54.4,5.24,Electricity,Winter tires,1,1,1,Normal,14.45,0,0,,-0.55
Mitsubishi,i-MiEV,i-MiEV,49,28.12.2018,174900,65.3,,Electricity,Winter tires,1,0,1,Normal,,0,0,,
Mitsubishi,i-MiEV,i-MiEV,49,25.12.2018,174834,25.6,4.3,Electricity,Winter tires,1,1,1,Normal,16.8,0,1,,1.8
Mitsubishi,i-MiEV,i-MiEV,49,24.12.2018,174809,45.1,6.51,Electricity,Winter tires,1,1,1,Normal,14.43,0,0,,-0.57
Mitsubishi,i-MiEV,i-MiEV,49,24.12.2018,174764,66.7,9.83,Electricity,Winter tires,1,1,1,Normal,14.74,0,0,,-0.26
Mitsubishi,i-MiEV,i-MiEV,49,23.12.2018,174697,41.7,9.34,Electricity,Winter tires,1,1,1,Normal,14.92,0,0,,-0.08
Mitsubishi,i-MiEV,i-MiEV,49,23.12.2018,174655,31.9,1.64,Electricity,Winter tires,1,1,1,Normal,14.92,0,0,,-0.08
Mitsubishi,i-MiEV,i-MiEV,49,21.12.2018,174623,53.1,7.66,Electricity,Winter tires,1,0,1,Normal,14.43,0,0,,-0.57
Mitsubishi,i-MiEV,i-MiEV,49,20.12.2018,174570,52.2,8.16,Electricity,Winter tires,1,0,1,Normal,14.27,0,0,,-0.73
Mitsubishi,i-MiEV,i-MiEV,49,19.12.2018,174518,16.4,1.62,Electricity,Winter tires,1,0,1,Normal,14.27,0,0,,-0.73
Mitsubishi,i-MiEV,i-MiEV,49,19.12.2018,174501,47.5,6.79,Electricity,Winter tires,1,0,1,Normal,14.27,0,1,,-0.73
Mitsubishi,i-MiEV,i-MiEV,49,17.12.2018,174454,49.9,7.93,Electricity,Winter tires,1,0,1,Normal,15.89,0,0,,0.89
Mitsubishi,i-MiEV,i-MiEV,49,16.12.2018,174404,68.1,9.96,Electricity,Winter tires,1,1,1,Normal,14.63,0,0,,-0.37
Mitsubishi,i-MiEV,i-MiEV,49,14.12.2018,174336,55.9,8.4,Electricity,Winter tires,1,0,1,Normal,15.03,0,0,,0.03
Mitsubishi,i-MiEV,i-MiEV,49,13.12.2018,174280,47.5,6.89,Electricity,Winter tires,1,0,1,Normal,14.51,0,0,,-0.49
Mitsubishi,i-MiEV,i-MiEV,49,12.12.2018,174232,61.2,,Electricity,Winter tires,1,0,1,Normal,,0,0,,
Mitsubishi,i-MiEV,i-MiEV,49,06.12.2018,174171,4.2,6.74,Electricity,Winter tires,0,0,1,Moderate,12.81,0,0,,-2.19
Mitsubishi,i-MiEV,i-MiEV,49,06.12.2018,174167,28.9,2.56,Electricity,Winter tires,1,0,1,Normal,12.81,0,0,,-2.19
Mitsubishi,i-MiEV,i-MiEV,49,06.12.2018,174138,44,2.25,Electricity,Winter tires,0,1,1,Normal,12.81,0,0,,-2.19
Mitsubishi,i-MiEV,i-MiEV,49,06.12.2018,174094,12.5,3.82,Electricity,Winter tires,1,0,1,Normal,12.81,0,0,,-2.19
Mitsubishi,i-MiEV,i-MiEV,49,06.12.2018,174082,18.5,4,Electricity,Winter tires,1,1,1,Normal,12.81,0,0,,-2.19
Mitsubishi,i-MiEV,i-MiEV,49,06.12.2018,174063,74.4,4,Electricity,Winter tires,1,1,1,Normal,12.81,0,0,,-2.19
Mitsubishi,i-MiEV,i-MiEV,49,05.12.2018,173989,50.9,8.18,Electricity,Winter tires,1,0,1,Normal,14.84,0,0,,-0.16
Mitsubishi,i-MiEV,i-MiEV,49,04.12.2018,173938,52.6,7.18,Electricity,Winter tires,1,0,1,Normal,14.84,0,0,,-0.16
Mitsubishi,i-MiEV,i-MiEV,49,03.12.2018,173885,51.6,6.48,Electricity,Winter tires,1,0,1,Normal,12.56,0,0,,-2.44
Mitsubishi,i-MiEV,i-MiEV,49,02.12.2018,173833,24.8,6.44,Electricity,Winter tires,1,1,1,Normal,13.75,0,0,,-1.25
Mitsubishi,i-MiEV,i-MiEV,49,02.12.2018,173809,39.7,2.43,Electricity,Winter tires,1,1,1,Normal,13.75,0,0,,-1.25
Mitsubishi,i-MiEV,i-MiEV,49,01.12.2018,173769,31.2,5.16,Electricity,Winter tires,1,1,1,Normal,16.54,0,0,,1.54
Mitsubishi,i-MiEV,i-MiEV,49,30.11.2018,173738,52.5,7.91,Electricity,Winter tires,1,0,1,Normal,15.07,0,1,,0.07
Mitsubishi,i-MiEV,i-MiEV,49,29.11.2018,173685,49.5,7.27,Electricity,Winter tires,1,0,1,Normal,14.69,0,0,,-0.31
Mitsubishi,i-MiEV,i-MiEV,49,28.11.2018,173636,51.2,7.92,Electricity,Winter tires,1,0,1,Normal,13.92,0,0,,-1.08
Mitsubishi,i-MiEV,i-MiEV,49,28.11.2018,173584,54.1,7.4,Electricity,Winter tires,1,0,1,Normal,13.92,0,0,,-1.08
Mitsubishi,i-MiEV,i-MiEV,49,26.11.2018,173530,47.5,5.95,Electricity,Winter tires,1,0,1,Normal,13.92,0,0,,-1.08
Mitsubishi,i-MiEV,i-MiEV,49,25.11.2018,173483,31.3,9.1,Electricity,Winter tires,1,1,1,Normal,14.08,0,0,,-0.92
Mitsubishi,i-MiEV,i-MiEV,49,25.11.2018,173451,48.2,2.09,Electricity,Winter tires,1,1,1,Normal,14.08,0,0,,-0.92
Mitsubishi,i-MiEV,i-MiEV,49,23.11.2018,173403,16.3,3.56,Electricity,Winter tires,1,0,1,Normal,14.68,0,0,,-0.32
Mitsubishi,i-MiEV,i-MiEV,49,23.11.2018,173387,35.2,4,Electricity,Winter tires,1,0,1,Normal,14.68,0,0,,-0.32
Mitsubishi,i-MiEV,i-MiEV,49,23.11.2018,173351,55.3,8.14,Electricity,Winter tires,1,0,1,Normal,14.72,0,1,,-0.28
Mitsubishi,i-MiEV,i-MiEV,49,22.11.2018,173296,9.9,5.68,Electricity,Winter tires,1,1,1,Normal,13.48,0,0,,-1.52
Mitsubishi,i-MiEV,i-MiEV,49,21.11.2018,173286,50.8,2.5,Electricity,Winter tires,1,1,1,Normal,13.48,0,0,,-1.52
Mitsubishi,i-MiEV,i-MiEV,49,21.11.2018,173235,29,4.02,Electricity,Winter tires,1,1,1,Normal,13.86,0,0,,-1.14
Mitsubishi,i-MiEV,i-MiEV,49,20.11.2018,173206,25.4,6.48,Electricity,Winter tires,1,0,1,Normal,,0,0,,
Mitsubishi,i-MiEV,i-MiEV,49,19.11.2018,173180,48.2,,Electricity,Winter tires,1,0,1,Normal,,0,0,,
Mitsubishi,i-MiEV,i-MiEV,49,19.11.2018,173132,1.1,2.98,Electricity,Winter tires,1,0,0,Normal,13.19,0,0,,-1.81
Mitsubishi,i-MiEV,i-MiEV,49,18.11.2018,173131,13,3.4,Electricity,Winter tires,0,0,1,Normal,13.19,0,0,,-1.81
Mitsubishi,i-MiEV,i-MiEV,49,18.11.2018,173118,68.4,4.5,Electricity,Winter tires,1,1,1,Normal,13.19,0,0,,-1.81
Mitsubishi,i-MiEV,i-MiEV,49,17.11.2018,173049,15.9,7.15,Electricity,Summer tires,1,0,1,Normal,14,0,0,,-1
Mitsubishi,i-MiEV,i-MiEV,49,17.11.2018,173033,18.3,2.5,Electricity,Summer tires,1,1,1,Normal,14,0,0,,-1
Mitsubishi,i-MiEV,i-MiEV,49,17.11.2018,173015,49,2,Electricity,Summer tires,1,1,1,Normal,14,0,0,,-1
Mitsubishi,i-MiEV,i-MiEV,49,16.11.2018,172966,54.5,7.7,Electricity,Summer tires,1,0,1,Normal,14.13,0,0,,-0.87
Mitsubishi,i-MiEV,i-MiEV,49,15.11.2018,172911,47.2,6.6,Electricity,Summer tires,1,0,1,Normal,13.98,0,0,,-1.02
Mitsubishi,i-MiEV,i-MiEV,49,14.11.2018,172864,49.9,7.35,Electricity,Summer tires,1,0,1,Normal,14.73,1,1,,-0.27
Mitsubishi,i-MiEV,i-MiEV,49,13.11.2018,172814,47.8,6.2,Electricity,Summer tires,1,0,1,Normal,12.97,0,0,,-2.03
Mitsubishi,i-MiEV,i-MiEV,49,13.11.2018,172766,1.2,1.81,Electricity,Summer tires,1,0,0,Normal,,0,0,,
Mitsubishi,i-MiEV,i-MiEV,49,12.11.2018,172765,47,,Electricity,Summer tires,1,0,1,Normal,,0,0,,
Mitsubishi,i-MiEV,i-MiEV,49,10.11.2018,172718,35.3,8.5,Electricity,Summer tires,1,1,1,Normal,13.61,0,0,,-1.39
Mitsubishi,i-MiEV,i-MiEV,49,10.11.2018,172683,18.4,4.2,Electricity,Summer tires,1,0,1,Normal,13.61,0,0,,-1.39
Mitsubishi,i-MiEV,i-MiEV,49,10.11.2018,172664,53.2,1.85,Electricity,Summer tires,1,1,1,Fast,13.61,0,0,,-1.39
Mitsubishi,i-MiEV,i-MiEV,49,09.11.2018,172611,47.3,6.43,Electricity,Summer tires,1,0,1,Normal,13.59,0,0,,-1.41
Mitsubishi,i-MiEV,i-MiEV,49,08.11.2018,172564,47.6,6.21,Electricity,Summer tires,1,0,1,Normal,13.05,0,0,,-1.95
Mitsubishi,i-MiEV,i-MiEV,49,07.11.2018,172516,50.1,7,Electricity,Summer tires,1,0,1,Normal,13.97,0,0,,-1.03
Mitsubishi,i-MiEV,i-MiEV,49,06.11.2018,172466,47.3,,Electricity,Summer tires,1,0,1,Normal,,0,0,,
Mitsubishi,i-MiEV,i-MiEV,49,05.11.2018,172419,47,6.12,Electricity,Summer tires,1,0,1,Normal,13.02,0,0,,-1.98
Mitsubishi,i-MiEV,i-MiEV,49,04.11.2018,172372,64.2,8.73,Electricity,Summer tires,1,1,1,Normal,13.6,0,0,,-1.4
Mitsubishi,i-MiEV,i-MiEV,49,03.11.2018,172307,22,5.23,Electricity,Summer tires,1,1,1,Normal,13.66,0,0,,-1.34
Mitsubishi,i-MiEV,i-MiEV,49,03.11.2018,172285,47.4,4.25,Electricity,Summer tires,1,1,1,Fast,13.66,0,0,,-1.34
Mitsubishi,i-MiEV,i-MiEV,49,02.11.2018,172238,49.3,7.12,Electricity,Summer tires,1,0,1,Normal,14.44,0,0,,-0.56
Mitsubishi,i-MiEV,i-MiEV,49,02.11.2018,172188,47.2,6.27,Electricity,Summer tires,1,0,1,Normal,13.28,0,0,,-1.72
Mitsubishi,i-MiEV,i-MiEV,49,31.10.2018,172141,17.7,3.97,Electricity,Summer tires,1,0,1,Normal,13.93,0,0,,-1.07
Mitsubishi,i-MiEV,i-MiEV,49,31.10.2018,172124,34.5,3.3,Electricity,Summer tires,1,0,1,Normal,13.93,0,0,,-1.07
Mitsubishi,i-MiEV,i-MiEV,49,30.10.2018,172089,47.2,,Electricity,Summer tires,1,0,1,Normal,,0,0,,
Mitsubishi,i-MiEV,i-MiEV,49,29.10.2018,172042,48.2,6.6,Electricity,Summer tires,1,0,1,Normal,13.69,0,0,,-1.31
Mitsubishi,i-MiEV,i-MiEV,49,27.10.2018,171993,48.1,8.32,Electricity,Summer tires,1,1,1,Normal,12.47,0,0,,-2.53
Mitsubishi,i-MiEV,i-MiEV,49,27.10.2018,171945,55.8,4.64,Electricity,Summer tires,1,1,1,Normal,12.47,0,0,,-2.53
Mitsubishi,i-MiEV,i-MiEV,49,26.10.2018,171890,48.9,6.4,Electricity,Summer tires,1,0,1,Normal,13.09,0,0,,-1.91
Mitsubishi,i-MiEV,i-MiEV,49,25.10.2018,171841,47,7,Electricity,Summer tires,1,0,1,Normal,14.89,0,0,,-0.11
Mitsubishi,i-MiEV,i-MiEV,49,24.10.2018,171793,47.6,,Electricity,Summer tires,1,0,1,Normal,,0,0,,
Mitsubishi,i-MiEV,i-MiEV,49,23.10.2018,171746,47.4,6.5,Electricity,Summer tires,1,0,1,Normal,13.71,0,0,,-1.29
Mitsubishi,i-MiEV,i-MiEV,49,22.10.2018,171698,20.2,3.51,Electricity,Summer tires,1,0,1,Normal,13.21,0,0,,-1.79
Mitsubishi,i-MiEV,i-MiEV,49,22.10.2018,171678,35.9,3.9,Electricity,Summer tires,1,0,1,Normal,13.21,0,0,,-1.79
Mitsubishi,i-MiEV,i-MiEV,49,21.10.2018,171642,31.9,3.47,Electricity,Summer tires,0,1,1,Normal,10.88,0,0,,-4.12
Mitsubishi,i-MiEV,i-MiEV,49,21.10.2018,171610,33.5,5,Electricity,Summer tires,0,1,1,Normal,14.93,0,0,,-0.07
Mitsubishi,i-MiEV,i-MiEV,49,19.10.2018,171577,40,5.2,Electricity,Summer tires,0,1,1,Normal,13.9,0,0,,-1.1
Mitsubishi,i-MiEV,i-MiEV,49,19.10.2018,171537,33.4,5,Electricity,Summer tires,0,1,1,Fast,13.9,0,0,,-1.1
Mitsubishi,i-MiEV,i-MiEV,49,18.10.2018,171503,48.9,6.51,Electricity,Summer tires,1,0,1,Normal,13.31,0,0,,-1.69
Mitsubishi,i-MiEV,i-MiEV,49,17.10.2018,171454,49.4,6.21,Electricity,Summer tires,1,0,1,Normal,12.57,0,0,,-2.43
Mitsubishi,i-MiEV,i-MiEV,49,16.10.2018,171405,53.5,6.68,Electricity,Summer tires,1,0,1,Normal,12.49,0,0,,-2.51
Mitsubishi,i-MiEV,i-MiEV,49,15.10.2018,171351,47.8,6.18,Electricity,Summer tires,1,0,1,Normal,12.93,0,0,,-2.07
Mitsubishi,i-MiEV,i-MiEV,49,13.10.2018,171304,68.7,8.52,Electricity,Summer tires,0,1,1,Normal,12.4,0,0,,-2.6
Mitsubishi,i-MiEV,i-MiEV,49,12.10.2018,171235,16.2,,Electricity,Summer tires,1,0,1,Normal,,0,0,,
Mitsubishi,i-MiEV,i-MiEV,49,12.10.2018,171219,35,2.2,Electricity,Summer tires,1,0,1,Normal,,0,0,,
Mitsubishi,i-MiEV,i-MiEV,49,11.10.2018,171184,47.5,6.05,Electricity,Summer tires,1,0,1,Normal,12.74,0,0,,-2.26
Mitsubishi,i-MiEV,i-MiEV,49,10.10.2018,171136,46.6,6.21,Electricity,Summer tires,1,0,1,Normal,13.33,0,0,,-1.67
Mitsubishi,i-MiEV,i-MiEV,49,09.10.2018,171089,50.5,6.51,Electricity,Summer tires,1,0,1,Normal,12.89,0,0,,-2.11
Mitsubishi,i-MiEV,i-MiEV,49,08.10.2018,171039,10.5,7.16,Electricity,Summer tires,0,1,1,Normal,10.43,0,0,,-4.57
Mitsubishi,i-MiEV,i-MiEV,49,08.10.2018,171028,30.2,3.2,Electricity,Summer tires,0,1,0,Normal,10.43,0,0,,-4.57
Mitsubishi,i-MiEV,i-MiEV,49,08.10.2018,170998,44.3,3.15,Electricity,Summer tires,0,1,0,Normal,10.43,0,0,,-4.57
Mitsubishi,i-MiEV,i-MiEV,49,08.10.2018,170954,60,5.67,Electricity,Summer tires,1,1,1,Normal,10.43,0,0,,-4.57
Mitsubishi,i-MiEV,i-MiEV,49,08.10.2018,170894,57.8,5.7,Electricity,Summer tires,1,1,0,Normal,10.43,0,0,,-4.57
Mitsubishi,i-MiEV,i-MiEV,49,08.10.2018,170836,49,2.9,Electricity,Summer tires,0,1,0,Normal,10.43,0,0,,-4.57
Mitsubishi,i-MiEV,i-MiEV,49,08.10.2018,170787,24.2,5.01,Electricity,Summer tires,1,1,0,Normal,10.43,0,0,,-4.57
Mitsubishi,i-MiEV,i-MiEV,49,08.10.2018,170763,37.1,3.26,Electricity,Summer tires,1,1,1,Normal,10.43,0,0,,-4.57
Mitsubishi,i-MiEV,i-MiEV,49,08.10.2018,170726,25.6,2.02,Electricity,Summer tires,0,1,0,Normal,10.43,0,0,,-4.57
Mitsubishi,i-MiEV,i-MiEV,49,08.10.2018,170700,74.4,5.03,Electricity,Summer tires,0,1,1,Normal,10.43,0,0,,-4.57
Mitsubishi,i-MiEV,i-MiEV,49,07.10.2018,170626,86.1,10.44,Electricity,Summer tires,1,0,1,Moderate,11.72,0,0,,-3.28
Mitsubishi,i-MiEV,i-MiEV,49,07.10.2018,170540,47.6,5.2,Electricity,Summer tires,1,0,1,Normal,11.72,0,0,,-3.28
Mitsubishi,i-MiEV,i-MiEV,49,07.10.2018,170492,17.7,2.1,Electricity,Summer tires,1,0,1,Normal,11.72,0,0,,-3.28
Mitsubishi,i-MiEV,i-MiEV,49,07.10.2018,170474,43.2,4.8,Electricity,Summer tires,1,0,1,Normal,11.11,0,0,,-3.89
Mitsubishi,i-MiEV,i-MiEV,49,06.10.2018,170431,51,6.9,Electricity,Summer tires,1,1,1,Fast,13.81,0,0,,-1.19
Mitsubishi,i-MiEV,i-MiEV,49,06.10.2018,170380,17.8,2.6,Electricity,Summer tires,1,0,1,Normal,13.81,0,0,,-1.19
Mitsubishi,i-MiEV,i-MiEV,49,05.10.2018,170362,18.2,2.31,Electricity,Summer tires,1,0,1,Normal,12.69,0,0,,-2.31
Mitsubishi,i-MiEV,i-MiEV,49,05.10.2018,170344,18.4,3,Electricity,Summer tires,1,0,1,Normal,11.62,1,1,,-3.38
Mitsubishi,i-MiEV,i-MiEV,49,04.10.2018,170326,27.3,8.19,Electricity,Summer tires,0,1,1,Normal,11.62,1,1,,-3.38
Mitsubishi,i-MiEV,i-MiEV,49,04.10.2018,170298,58.4,5.93,Electricity,Summer tires,0,1,0,Moderate,11.62,0,0,,-3.38
Mitsubishi,i-MiEV,i-MiEV,49,04.10.2018,170240,17.9,2.8,Electricity,Summer tires,0,1,0,Normal,11.62,0,0,,-3.38
Mitsubishi,i-MiEV,i-MiEV,49,04.10.2018,170222,36.9,4.04,Electricity,Summer tires,0,1,0,Normal,11.62,0,0,,-3.38
Mitsubishi,i-MiEV,i-MiEV,49,04.10.2018,170185,43.5,3.8,Electricity,Summer tires,1,1,0,Normal,11.62,0,0,,-3.38
Mitsubishi,i-MiEV,i-MiEV,49,04.10.2018,170142,40.2,5.11,Electricity,Summer tires,0,1,0,Normal,11.62,0,0,,-3.38
Mitsubishi,i-MiEV,i-MiEV,49,04.10.2018,170101,24.5,3.25,Electricity,Summer tires,1,1,0,Normal,11.62,0,0,,-3.38
Mitsubishi,i-MiEV,i-MiEV,49,04.10.2018,170077,44.1,5.2,Electricity,Summer tires,1,1,0,Normal,11.62,0,0,,-3.38
Mitsubishi,i-MiEV,i-MiEV,49,04.10.2018,170033,61.3,5.4,Electricity,Summer tires,1,1,0,Normal,11.62,0,0,,-3.38
Mitsubishi,i-MiEV,i-MiEV,49,04.10.2018,169972,85.4,6.48,Electricity,Summer tires,0,1,1,Normal,11.62,0,0,,-3.38
Mitsubishi,i-MiEV,i-MiEV,49,03.10.2018,169886,32.3,4.92,Electricity,Summer tires,1,1,1,Normal,12.53,0,0,,-2.47
Mitsubishi,i-MiEV,i-MiEV,49,03.10.2018,169854,34.9,3.5,Electricity,Summer tires,1,1,1,Normal,12.53,0,0,,-2.47
Mitsubishi,i-MiEV,i-MiEV,49,03.10.2018,169819,31.1,9.36,Electricity,Summer tires,1,1,1,Normal,13.37,0,0,,-1.63
Mitsubishi,i-MiEV,i-MiEV,49,02.10.2018,169788,41.8,3.74,Electricity,Summer tires,1,1,1,Normal,13.37,0,0,,-1.63
Mitsubishi,i-MiEV,i-MiEV,49,02.10.2018,169746,40,2,Electricity,Summer tires,1,1,1,Normal,13.37,0,0,,-1.63
Mitsubishi,i-MiEV,i-MiEV,49,01.10.2018,169706,46.9,6.1,Electricity,Summer tires,1,0,1,Normal,13.01,0,0,,-1.99
Mitsubishi,i-MiEV,i-MiEV,49,30.09.2018,169659,10.6,5.66,Electricity,Summer tires,0,1,1,Normal,10.65,0,0,,-4.35
