manufacturer,model,version,power(kW),fuel_date,odometer,trip_distance(km),quantity(kWh),fuel_type,tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation
Mitsubishi,i-MiEV,i-MiEV,49,12.01.2017,124548,53.9,7.7,Electricity,Winter tires,1,0,1,Normal,14.29,0,0,,-0.71
Mitsubishi,i-MiEV,i-MiEV,49,11.01.2017,124494,48.9,8.18,Electricity,Winter tires,1,0,1,Normal,16.73,0,0,,1.73
Mitsubishi,i-MiEV,i-MiEV,49,10.01.2017,124445,47.5,7.25,Electricity,Winter tires,1,0,1,Normal,15.26,0,1,,0.26
Mitsubishi,i-MiEV,i-MiEV,49,10.01.2017,124398,65.3,9.65,Electricity,Winter tires,1,0,1,Normal,14.78,0,0,,-0.22
Mitsubishi,i-MiEV,i-MiEV,49,07.01.2017,124333,48,7.91,Electricity,Winter tires,1,0,1,Normal,16.48,0,1,,1.48
Mitsubishi,i-MiEV,i-MiEV,49,05.01.2017,124284,49.1,7.62,Electricity,Winter tires,1,0,1,Moderate,15.52,0,1,,0.52
Mitsubishi,i-MiEV,i-MiEV,49,04.01.2017,124235,48.2,7.34,Electricity,Winter tires,1,0,1,Normal,15.23,0,0,,0.23
Mitsubishi,i-MiEV,i-MiEV,49,03.01.2017,124187,48.8,7.16,Electricity,Winter tires,1,0,1,Normal,14.67,0,0,,-0.33
Mitsubishi,i-MiEV,i-MiEV,49,02.01.2017,124138,54.8,8.41,Electricity,Winter tires,1,0,1,Normal,15.35,0,0,,0.35
Mitsubishi,i-MiEV,i-MiEV,49,30.12.2016,124083,43.5,7,Electricity,Winter tires,1,0,1,Normal,16.09,0,1,,1.09
Mitsubishi,i-MiEV,i-MiEV,49,28.12.2016,124040,35.8,5.14,Electricity,Winter tires,1,0,1,Normal,14.36,0,0,,-0.64
Mitsubishi,i-MiEV,i-MiEV,49,27.12.2016,124004,62.6,8.98,Electricity,Winter tires,1,1,1,Normal,14.35,0,0,,-0.65
Mitsubishi,i-MiEV,i-MiEV,49,27.12.2016,123941,74.4,11.81,Electricity,Winter tires,0,1,1,Normal,15.87,0,0,,0.87
Mitsubishi,i-MiEV,i-MiEV,49,25.12.2016,123867,70.2,10,Electricity,Winter tires,0,1,1,Normal,14.25,0,0,,-0.75
Mitsubishi,i-MiEV,i-MiEV,49,24.12.2016,123797,32.2,5.15,Electricity,Winter tires,1,0,1,Normal,15.99,0,0,,0.99
Mitsubishi,i-MiEV,i-MiEV,49,23.12.2016,123764,69.7,9.95,Electricity,Winter tires,1,0,1,Normal,14.28,0,0,,-0.72
Mitsubishi,i-MiEV,i-MiEV,49,23.12.2016,123694,77.5,12.66,Electricity,Winter tires,1,0,1,Normal,14.21,0,0,,-0.79
Mitsubishi,i-MiEV,i-MiEV,49,21.12.2016,123617,34.1,3.2,Electricity,Winter tires,1,0,1,Normal,14.21,0,0,,-0.79
Mitsubishi,i-MiEV,i-MiEV,49,20.12.2016,123583,49.4,7.33,Electricity,Winter tires,1,0,1,Normal,14.84,0,0,,-0.16
Mitsubishi,i-MiEV,i-MiEV,49,19.12.2016,123533,61.4,8.64,Electricity,Winter tires,1,0,1,Normal,14.07,0,0,,-0.93
Mitsubishi,i-MiEV,i-MiEV,49,18.12.2016,123472,68.7,9.8,Electricity,Winter tires,0,1,1,Normal,14.26,0,0,,-0.74
Mitsubishi,i-MiEV,i-MiEV,49,18.12.2016,123403,67.1,10,Electricity,Winter tires,0,1,1,Normal,14.6,0,0,,-0.4
Mitsubishi,i-MiEV,i-MiEV,49,17.12.2016,123336,10.5,5.13,Electricity,Winter tires,0,0,1,Normal,14.6,0,0,,-0.4
Mitsubishi,i-MiEV,i-MiEV,49,17.12.2016,123325,47.3,3.1,Electricity,Winter tires,1,0,1,Normal,14.6,0,0,,-0.4
Mitsubishi,i-MiEV,i-MiEV,49,16.12.2016,123278,46.7,6.67,Electricity,Winter tires,1,0,1,Normal,14.28,0,0,,-0.72
Mitsubishi,i-MiEV,i-MiEV,49,15.12.2016,123231,48.3,6.58,Electricity,Winter tires,1,0,1,Normal,13.62,0,0,,-1.38
Mitsubishi,i-MiEV,i-MiEV,49,15.12.2016,123183,51,7.71,Electricity,Winter tires,1,1,1,Normal,15.12,0,0,,0.12
Mitsubishi,i-MiEV,i-MiEV,49,14.12.2016,123132,50.3,7.31,Electricity,Winter tires,1,0,1,Normal,14.53,0,0,,-0.47
Mitsubishi,i-MiEV,i-MiEV,49,13.12.2016,123082,53.6,7.3,Electricity,Winter tires,1,0,1,Normal,13.62,0,0,,-1.38
Mitsubishi,i-MiEV,i-MiEV,49,12.12.2016,123028,74.3,12.26,Electricity,Winter tires,0,1,1,Fast,16.5,0,0,,1.5
Mitsubishi,i-MiEV,i-MiEV,49,11.12.2016,122954,55.6,8.32,Electricity,Winter tires,1,0,1,Normal,14.96,0,0,,-0.04
Mitsubishi,i-MiEV,i-MiEV,49,09.12.2016,122898,52.9,7.58,Electricity,Winter tires,1,0,1,Normal,14.33,0,0,,-0.67
Mitsubishi,i-MiEV,i-MiEV,49,08.12.2016,122845,63.9,9.91,Electricity,Winter tires,1,0,1,Normal,15.51,0,0,,0.51
Mitsubishi,i-MiEV,i-MiEV,49,08.12.2016,122781,52.4,8.05,Electricity,Winter tires,1,0,1,Normal,15.36,0,0,,0.36
Mitsubishi,i-MiEV,i-MiEV,49,07.12.2016,122729,56.9,8.83,Electricity,Winter tires,1,0,1,Normal,15.52,0,1,,0.52
Mitsubishi,i-MiEV,i-MiEV,49,30.11.2016,122672,52.7,8.22,Electricity,Winter tires,1,0,1,Normal,15.6,0,0,,0.6
Mitsubishi,i-MiEV,i-MiEV,49,29.11.2016,122619,57.6,8.36,Electricity,Winter tires,1,0,1,Normal,14.51,0,0,,-0.49
Mitsubishi,i-MiEV,i-MiEV,49,29.11.2016,122561,49.1,7.14,Electricity,Winter tires,1,0,1,Normal,14.54,0,0,,-0.46
Mitsubishi,i-MiEV,i-MiEV,49,27.11.2016,122512,95.9,13.29,Electricity,Winter tires,1,1,1,Normal,13.86,0,0,,-1.14
Mitsubishi,i-MiEV,i-MiEV,49,25.11.2016,122416,52.6,7.03,Electricity,Winter tires,1,0,1,Normal,13.37,0,0,,-1.63
Mitsubishi,i-MiEV,i-MiEV,49,24.11.2016,122363,51.7,7.04,Electricity,Winter tires,1,0,1,Normal,13.62,0,0,,-1.38
Mitsubishi,i-MiEV,i-MiEV,49,23.11.2016,122312,50,6.9,Electricity,Winter tires,1,0,1,Normal,13.8,0,0,,-1.2
Mitsubishi,i-MiEV,i-MiEV,49,22.11.2016,122262,52.8,7,Electricity,Winter tires,1,0,1,Normal,13.26,0,0,,-1.74
Mitsubishi,i-MiEV,i-MiEV,49,21.11.2016,122209,67.5,9.16,Electricity,Winter tires,1,0,1,Normal,13.57,0,0,,-1.43
Mitsubishi,i-MiEV,i-MiEV,49,19.11.2016,122141,93.6,12.59,Electricity,Winter tires,1,1,1,Normal,13.45,0,0,,-1.55
Mitsubishi,i-MiEV,i-MiEV,49,17.11.2016,122047,71.8,9.81,Electricity,Winter tires,1,0,1,Normal,13.66,0,0,,-1.34
Mitsubishi,i-MiEV,i-MiEV,49,17.11.2016,121976,70.6,10.12,Electricity,Winter tires,1,0,1,Normal,14.33,0,0,,-0.67
Mitsubishi,i-MiEV,i-MiEV,49,16.11.2016,121905,46.6,6.56,Electricity,Winter tires,1,0,1,Normal,14.08,0,0,,-0.92
Mitsubishi,i-MiEV,i-MiEV,49,15.11.2016,121858,39,5.62,Electricity,Winter tires,1,0,1,Normal,14.41,0,0,,-0.59
Mitsubishi,i-MiEV,i-MiEV,49,14.11.2016,121819,23.2,5.67,Electricity,Winter tires,1,0,1,Normal,,0,0,,
Mitsubishi,i-MiEV,i-MiEV,49,14.11.2016,121796,43.3,,Electricity,Winter tires,1,0,1,Fast,,0,0,,
Mitsubishi,i-MiEV,i-MiEV,49,13.11.2016,121753,57.9,11.77,Electricity,Winter tires,0,1,1,Normal,13.4,0,0,,-1.6
Mitsubishi,i-MiEV,i-MiEV,49,12.11.2016,121695,78.4,6.5,Electricity,Winter tires,1,0,1,Normal,13.4,0,0,,-1.6
Mitsubishi,i-MiEV,i-MiEV,49,12.11.2016,121616,66.4,8.91,Electricity,Winter tires,1,0,1,Normal,13.42,0,0,,-1.58
Mitsubishi,i-MiEV,i-MiEV,49,10.11.2016,121550,50.3,6.93,Electricity,Winter tires,1,0,1,Normal,13.78,0,0,,-1.22
Mitsubishi,i-MiEV,i-MiEV,49,09.11.2016,121500,48.4,6.93,Electricity,Winter tires,1,0,1,Normal,14.32,0,0,,-0.68
Mitsubishi,i-MiEV,i-MiEV,49,08.11.2016,121451,49.2,7.38,Electricity,Winter tires,1,0,1,Normal,15,0,1,,0
Mitsubishi,i-MiEV,i-MiEV,49,07.11.2016,121402,54,7.25,Electricity,Winter tires,1,0,1,Normal,13.43,0,0,,-1.57
Mitsubishi,i-MiEV,i-MiEV,49,05.11.2016,121348,49.1,7.22,Electricity,Summer tires,1,0,1,Normal,14.7,0,0,,-0.3
Mitsubishi,i-MiEV,i-MiEV,49,04.11.2016,121299,48.1,6.33,Electricity,Summer tires,1,0,1,Normal,13.16,0,0,,-1.84
Mitsubishi,i-MiEV,i-MiEV,49,03.11.2016,121251,50.3,6.69,Electricity,Summer tires,1,0,1,Normal,13.3,0,0,,-1.7
Mitsubishi,i-MiEV,i-MiEV,49,02.11.2016,121200,50.4,8.57,Electricity,Summer tires,1,0,1,Fast,17,0,1,,2
Mitsubishi,i-MiEV,i-MiEV,49,01.11.2016,121150,53.1,7.06,Electricity,Summer tires,1,0,1,Normal,13.3,0,0,,-1.7
Mitsubishi,i-MiEV,i-MiEV,49,31.10.2016,121097,50.5,6.76,Electricity,Summer tires,1,0,1,Normal,13.39,0,0,,-1.61
Mitsubishi,i-MiEV,i-MiEV,49,29.10.2016,121046,74.9,10.08,Electricity,Summer tires,1,1,1,Fast,13.46,0,0,,-1.54
Mitsubishi,i-MiEV,i-MiEV,49,28.10.2016,120971,52.2,6.73,Electricity,Summer tires,1,0,1,Normal,12.89,0,0,,-2.11
Mitsubishi,i-MiEV,i-MiEV,49,27.10.2016,120918,51.5,6.8,Electricity,Summer tires,1,0,1,Normal,13.2,0,0,,-1.8
Mitsubishi,i-MiEV,i-MiEV,49,26.10.2016,120867,154.9,9.06,Electricity,Summer tires,1,0,1,Normal,,0,0,,
Mitsubishi,i-MiEV,i-MiEV,49,23.10.2016,120712,73.3,10.2,Electricity,Summer tires,0,1,1,Normal,10.46,0,0,,-4.54
Mitsubishi,i-MiEV,i-MiEV,49,23.10.2016,120639,74.3,7.89,Electricity,Summer tires,0,1,0,Normal,10.46,0,0,,-4.54
Mitsubishi,i-MiEV,i-MiEV,49,23.10.2016,120564,99.8,7.8,Electricity,Summer tires,0,1,1,Normal,10.46,0,0,,-4.54
Mitsubishi,i-MiEV,i-MiEV,49,22.10.2016,120465,49.7,11.2,Electricity,Summer tires,0,1,1,Normal,11.64,0,0,,-3.36
Mitsubishi,i-MiEV,i-MiEV,49,21.10.2016,120415,62,6,Electricity,Summer tires,0,1,0,Normal,11.64,0,0,,-3.36
Mitsubishi,i-MiEV,i-MiEV,49,21.10.2016,120353,75.4,6.13,Electricity,Summer tires,0,1,0,Normal,11.64,0,0,,-3.36
Mitsubishi,i-MiEV,i-MiEV,49,21.10.2016,120277,72,6.7,Electricity,Summer tires,0,1,1,Normal,11.64,0,0,,-3.36
Mitsubishi,i-MiEV,i-MiEV,49,21.10.2016,120205,29.4,3.56,Electricity,Summer tires,1,0,1,Normal,11.64,0,0,,-3.36
Mitsubishi,i-MiEV,i-MiEV,49,20.10.2016,120176,47.8,6.16,Electricity,Summer tires,1,0,1,Normal,12.89,0,0,,-2.11
Mitsubishi,i-MiEV,i-MiEV,49,19.10.2016,120128,52.4,6.58,Electricity,Summer tires,1,0,1,Normal,12.56,0,0,,-2.44
Mitsubishi,i-MiEV,i-MiEV,49,18.10.2016,120076,60.4,7.19,Electricity,Summer tires,1,0,1,Normal,11.9,0,0,,-3.1
Mitsubishi,i-MiEV,i-MiEV,49,17.10.2016,120015,53.2,6.58,Electricity,Summer tires,1,0,1,Normal,12.37,0,0,,-2.63
Mitsubishi,i-MiEV,i-MiEV,49,15.10.2016,119962,65.1,8.32,Electricity,Summer tires,1,1,1,Normal,12.78,0,0,,-2.22
Mitsubishi,i-MiEV,i-MiEV,49,14.10.2016,119897,17.7,4.83,Electricity,Summer tires,1,0,1,Normal,12.6,0,0,,-2.4
Mitsubishi,i-MiEV,i-MiEV,49,14.10.2016,119879,44.3,3,Electricity,Summer tires,1,0,1,Normal,12.6,0,0,,-2.4
Mitsubishi,i-MiEV,i-MiEV,49,13.10.2016,119835,47.4,5.95,Electricity,Summer tires,1,0,1,Normal,12.6,0,0,,-2.4
Mitsubishi,i-MiEV,i-MiEV,49,12.10.2016,119787,21.6,8.7,Electricity,Summer tires,1,0,1,Normal,11.81,0,0,,-3.19
Mitsubishi,i-MiEV,i-MiEV,49,12.10.2016,119766,85.9,4,Electricity,Summer tires,1,0,1,Normal,11.81,0,0,,-3.19
Mitsubishi,i-MiEV,i-MiEV,49,10.10.2016,119680,56.9,6.94,Electricity,Summer tires,1,0,1,Normal,12.2,0,0,,-2.8
Mitsubishi,i-MiEV,i-MiEV,49,10.10.2016,119623,64.6,13.63,Electricity,Summer tires,0,1,1,Normal,13.23,0,0,,-1.77
Mitsubishi,i-MiEV,i-MiEV,49,09.10.2016,119558,65,3.51,Electricity,Summer tires,0,1,1,Normal,13.23,1,0,,-1.77
Mitsubishi,i-MiEV,i-MiEV,49,09.10.2016,119493,65.3,12.25,Electricity,Summer tires,0,1,1,Fast,13.56,1,0,,-1.44
Mitsubishi,i-MiEV,i-MiEV,49,09.10.2016,119428,65.1,5.43,Electricity,Summer tires,0,1,1,Fast,13.56,0,0,,-1.44
Mitsubishi,i-MiEV,i-MiEV,49,08.10.2016,119363,45.8,6.5,Electricity,Summer tires,1,0,1,Normal,14.19,0,0,,-0.81
Mitsubishi,i-MiEV,i-MiEV,49,08.10.2016,119317,74.8,10.78,Electricity,Summer tires,1,0,1,Normal,12.35,0,0,,-2.65
Mitsubishi,i-MiEV,i-MiEV,49,06.10.2016,119242,67.6,6.8,Electricity,Summer tires,1,0,1,Normal,12.35,0,0,,-2.65
Mitsubishi,i-MiEV,i-MiEV,49,05.10.2016,119175,48.2,6.16,Electricity,Summer tires,1,0,1,Normal,12.78,0,0,,-2.22
Mitsubishi,i-MiEV,i-MiEV,49,05.10.2016,119126,105.5,12.45,Electricity,Summer tires,1,0,1,Moderate,11.8,0,0,,-3.2
Mitsubishi,i-MiEV,i-MiEV,49,02.10.2016,119021,72,8.69,Electricity,Summer tires,1,0,1,Normal,12.07,0,0,,-2.93
Mitsubishi,i-MiEV,i-MiEV,49,30.09.2016,118949,48.1,5.62,Electricity,Summer tires,1,0,1,Normal,11.68,0,0,,-3.32
Mitsubishi,i-MiEV,i-MiEV,49,29.09.2016,118901,63.2,8.56,Electricity,Summer tires,1,1,1,Normal,13.54,0,0,,-1.46
Mitsubishi,i-MiEV,i-MiEV,49,28.09.2016,118837,50.3,7.3,Electricity,Summer tires,1,1,1,Fast,14.51,0,0,,-0.49
Mitsubishi,i-MiEV,i-MiEV,49,28.09.2016,118787,99.8,10.7,Electricity,Summer tires,1,0,1,Normal,10.72,0,0,,-4.28
Mitsubishi,i-MiEV,i-MiEV,49,24.09.2016,118687,43.8,5.44,Electricity,Summer tires,1,0,1,Normal,12.42,0,0,,-2.58
Mitsubishi,i-MiEV,i-MiEV,49,23.09.2016,118643,60.8,7.45,Electricity,Summer tires,1,0,1,Normal,12.25,0,0,,-2.75
Mitsubishi,i-MiEV,i-MiEV,49,22.09.2016,118583,56.9,6.95,Electricity,Summer tires,1,0,1,Normal,12.21,0,0,,-2.79
Mitsubishi,i-MiEV,i-MiEV,49,21.09.2016,118526,50.2,7.32,Electricity,Summer tires,1,1,1,Fast,14.58,0,0,,-0.42
Mitsubishi,i-MiEV,i-MiEV,49,21.09.2016,118475,108.9,11.89,Electricity,Summer tires,1,1,1,Normal,10.92,0,0,,-4.08
Mitsubishi,i-MiEV,i-MiEV,49,17.09.2016,118367,11.3,4.83,Electricity,Summer tires,1,0,1,Normal,11.33,0,0,,-3.67
Mitsubishi,i-MiEV,i-MiEV,49,17.09.2016,118355,58.6,7.63,Electricity,Summer tires,0,1,1,Normal,11.33,0,0,,-3.67
Mitsubishi,i-MiEV,i-MiEV,49,17.09.2016,118297,62.2,2.51,Electricity,Summer tires,1,0,1,Normal,11.33,0,0,,-3.67
Mitsubishi,i-MiEV,i-MiEV,49,14.09.2016,118234,91.6,11.14,Electricity,Summer tires,1,1,1,Normal,12.16,0,0,,-2.84
Mitsubishi,i-MiEV,i-MiEV,49,14.09.2016,118143,120.1,13.1,Electricity,Summer tires,1,1,1,Fast,10.91,0,0,,-4.09
Mitsubishi,i-MiEV,i-MiEV,49,13.09.2016,118022,1.3,12.15,Electricity,Summer tires,1,0,0,Normal,11.43,0,0,,-3.57
Mitsubishi,i-MiEV,i-MiEV,49,13.09.2016,118021,75.1,0.7,Electricity,Summer tires,0,1,0,Normal,11.43,0,0,,-3.57
Mitsubishi,i-MiEV,i-MiEV,49,13.09.2016,117946,77.8,6.79,Electricity,Summer tires,0,1,1,Normal,11.43,0,0,,-3.57
Mitsubishi,i-MiEV,i-MiEV,49,12.09.2016,117868,59.5,8,Electricity,Summer tires,0,1,1,Normal,11.43,0,0,,-3.57
Mitsubishi,i-MiEV,i-MiEV,49,12.09.2016,117809,98.6,9,Electricity,Summer tires,0,1,1,Normal,11.43,0,0,,-3.57
Mitsubishi,i-MiEV,i-MiEV,49,12.09.2016,117710,55.9,6.23,Electricity,Summer tires,0,1,1,Normal,11.43,0,0,,-3.57
Mitsubishi,i-MiEV,i-MiEV,49,12.09.2016,117654,46.4,7.7,Electricity,Summer tires,0,1,1,Normal,11.43,0,0,,-3.57
Mitsubishi,i-MiEV,i-MiEV,49,12.09.2016,117608,47.4,3.7,Electricity,Summer tires,1,0,1,Normal,11.43,0,0,,-3.57
Mitsubishi,i-MiEV,i-MiEV,49,12.09.2016,117560,89.8,8.47,Electricity,Summer tires,0,1,1,Normal,11.43,0,0,,-3.57
Mitsubishi,i-MiEV,i-MiEV,49,12.09.2016,117471,41.2,4.15,Electricity,Summer tires,1,1,0,Normal,11.43,0,0,,-3.57
Mitsubishi,i-MiEV,i-MiEV,49,12.09.2016,117429,73.1,11.72,Electricity,Summer tires,0,1,0,Normal,11.43,1,0,,-3.57
Mitsubishi,i-MiEV,i-MiEV,49,12.09.2016,117356,66.7,5.14,Electricity,Summer tires,1,1,1,Normal,11.43,0,0,,-3.57
Mitsubishi,i-MiEV,i-MiEV,49,12.09.2016,117290,71.8,12.4,Electricity,Summer tires,1,1,1,Normal,12.02,0,0,,-2.98
Mitsubishi,i-MiEV,i-MiEV,49,11.09.2016,117218,54.7,4.04,Electricity,Summer tires,0,1,0,Normal,12.02,0,0,,-2.98
Mitsubishi,i-MiEV,i-MiEV,49,11.09.2016,117163,107.9,11.73,Electricity,Summer tires,1,1,1,Normal,12.02,0,0,,-2.98
Mitsubishi,i-MiEV,i-MiEV,49,11.09.2016,117055,43.3,7.43,Electricity,Summer tires,1,0,1,Normal,12.26,0,0,,-2.74
Mitsubishi,i-MiEV,i-MiEV,49,10.09.2016,117012,50.4,4.06,Electricity,Summer tires,1,0,1,Normal,12.26,0,0,,-2.74
Mitsubishi,i-MiEV,i-MiEV,49,10.09.2016,116961,62.3,7.92,Electricity,Summer tires,0,1,1,Normal,10.35,0,0,,-4.65
Mitsubishi,i-MiEV,i-MiEV,49,10.09.2016,116899,70.7,8.7,Electricity,Summer tires,0,1,0,Normal,10.35,0,0,,-4.65
Mitsubishi,i-MiEV,i-MiEV,49,10.09.2016,116828,65.3,3.9,Electricity,Summer tires,1,1,1,Normal,10.35,0,0,,-4.65
Mitsubishi,i-MiEV,i-MiEV,49,09.09.2016,116763,111.7,13.3,Electricity,Summer tires,1,1,1,Normal,11.91,0,0,,-3.09
Mitsubishi,i-MiEV,i-MiEV,49,09.09.2016,116651,38.8,5.64,Electricity,Summer tires,1,1,1,Normal,14.54,0,0,,-0.46
Mitsubishi,i-MiEV,i-MiEV,49,08.09.2016,116612,5.6,10.48,Electricity,Summer tires,1,0,0,Normal,11.44,0,0,,-3.56
Mitsubishi,i-MiEV,i-MiEV,49,07.09.2016,116607,70,3,Electricity,Summer tires,0,1,0,Normal,11.44,0,0,,-3.56
Mitsubishi,i-MiEV,i-MiEV,49,07.09.2016,116537,82.1,7.79,Electricity,Summer tires,0,1,1,Normal,11.44,0,0,,-3.56
Mitsubishi,i-MiEV,i-MiEV,49,07.09.2016,116454,96.3,8.4,Electricity,Summer tires,0,0,1,Normal,11.44,0,0,,-3.56
Mitsubishi,i-MiEV,i-MiEV,49,07.09.2016,116358,56.7,10.2,Electricity,Summer tires,0,1,0,Normal,11.44,0,0,,-3.56
Mitsubishi,i-MiEV,i-MiEV,49,07.09.2016,116301,100.3,6.97,Electricity,Summer tires,0,1,0,Normal,11.44,0,0,,-3.56
Mitsubishi,i-MiEV,i-MiEV,49,07.09.2016,116201,58.3,9,Electricity,Summer tires,0,1,0,Normal,11.44,0,0,,-3.56
Mitsubishi,i-MiEV,i-MiEV,49,07.09.2016,116143,75.9,8,Electricity,Summer tires,0,1,0,Fast,11.44,0,0,,-3.56
Mitsubishi,i-MiEV,i-MiEV,49,07.09.2016,116067,76.6,7.31,Electricity,Summer tires,0,1,1,Fast,11.44,0,0,,-3.56
Mitsubishi,i-MiEV,i-MiEV,49,06.09.2016,115990,47.2,5.68,Electricity,Summer tires,1,0,1,Normal,12.03,0,0,,-2.97
Mitsubishi,i-MiEV,i-MiEV,49,04.09.2016,115943,76,12.25,Electricity,Summer tires,0,1,0,Normal,12.88,0,0,,-2.12
Mitsubishi,i-MiEV,i-MiEV,49,04.09.2016,115867,74.9,7.18,Electricity,Summer tires,0,1,0,Normal,12.88,0,0,,-2.12
Mitsubishi,i-MiEV,i-MiEV,49,03.09.2016,115792,0.2,4.8,Electricity,Summer tires,1,0,0,Normal,11.34,0,0,,-3.66
Mitsubishi,i-MiEV,i-MiEV,49,03.09.2016,115792,87.1,7.7,Electricity,Summer tires,0,1,1,Normal,11.34,0,0,,-3.66
Mitsubishi,i-MiEV,i-MiEV,49,03.09.2016,115705,76,8,Electricity,Summer tires,0,1,0,Normal,11.34,0,0,,-3.66
Mitsubishi,i-MiEV,i-MiEV,49,03.09.2016,115629,76,6.64,Electricity,Summer tires,0,1,0,Fast,11.34,0,0,,-3.66
Mitsubishi,i-MiEV,i-MiEV,49,02.09.2016,115553,97.3,10.98,Electricity,Summer tires,1,0,1,Normal,11.28,0,0,,-3.72
Mitsubishi,i-MiEV,i-MiEV,49,31.08.2016,115455,98.4,11.28,Electricity,Summer tires,1,1,1,Fast,11.46,0,0,,-3.54
Mitsubishi,i-MiEV,i-MiEV,49,29.08.2016,115357,88.2,10.61,Electricity,Summer tires,1,0,1,Normal,12.03,1,0,,-2.97
Mitsubishi,i-MiEV,i-MiEV,49,27.08.2016,115269,96.2,10.46,Electricity,Summer tires,1,0,1,Normal,10.87,0,0,,-4.13
Mitsubishi,i-MiEV,i-MiEV,49,24.08.2016,115172,82.8,9.9,Electricity,Summer tires,1,0,1,Normal,11.96,1,0,,-3.04
Mitsubishi,i-MiEV,i-MiEV,49,23.08.2016,115089,12.4,5.68,Electricity,Summer tires,1,0,1,Normal,10.91,0,0,,-4.09
Mitsubishi,i-MiEV,i-MiEV,49,23.08.2016,115077,29.3,4,Electricity,Summer tires,1,0,1,Normal,10.91,1,0,,-4.09
Mitsubishi,i-MiEV,i-MiEV,49,23.08.2016,115048,95.2,5.25,Electricity,Summer tires,0,1,1,Normal,10.91,1,0,,-4.09
Mitsubishi,i-MiEV,i-MiEV,49,23.08.2016,114952,45.5,10.4,Electricity,Summer tires,0,1,1,Normal,12.64,0,0,,-2.36
